PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus
0905452070,9350,SFoyer,5,5,1975,Fa,N,864,2,0,0,4,2008,99600,864,2,0,2,0,33,2,NA,Concrete/Slab,N,Regular,SFoyer,5,5,11.508917444,0
0905452120,9360,2Story,6,8,1962,TA,Y,1269,3,0,280,11,2008,134500,621,1,1,1.1,236,46,4,Detached,Cinder Block,Y,Regular,2Story,6,6,11.809319478,0
0905476120,8405,1.5Fin,5,8,1900,Ex,Y,1367,4,0,384,4,2008,119000,861,2,0,2,130,108,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.686878772,0
0905477050,7000,2Story,5,7,1910,TA,Y,1347,3,0,0,1,2008,107500,1117,2,0,2,85,98,1,NA,Cinder Block,N,Regular,2Story,5,6,11.585246127,0
0905479110,10880,1Story,5,5,1950,TA,N,1164,3,0,240,8,2008,125000,1164,2,0,2,48,58,3,Detached,Cinder Block,N,Regular,1Story,5,5,11.736069016,0
0905480150,9600,1.5Fin,6,5,1924,Fa,N,1096,2,0,0,4,2008,79000,572,1,0,1,8,84,2,NA,Brick/Tile/Stone,N,Regular,1.5Fin,6,5,11.277203131,0
0905480240,9084,1.5Fin,5,6,1941,TA,N,1111,3,0,200,3,2008,95000,616,1,1,1.1,48,67,2,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.461632171,0
0907126030,9750,1Story,5,7,1994,Ex,Y,990,3,0,528,8,2008,155000,990,2,0,2,168,14,3,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.951180396,0
0907135020,9525,1Story,5,6,1995,Ex,Y,1099,3,0,352,6,2008,144000,1099,1,1,1.1,278,13,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.877568579,0
0907135260,9245,1Story,5,5,1994,Ex,Y,990,3,0,672,2,2008,145000,990,1,1,1.1,0,14,1,Detached,Concrete/Slab,N,Irregular,1Story,5,5,11.884489021,0
0907175080,8696,1Story,7,5,1997,Ex,Y,1418,3,1,558,5,2008,226001,1418,3,0,3,318,11,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.328294703,1
0907187080,9382,1Story,7,5,1999,Ex,Y,1479,3,0,577,7,2008,191000,1468,2,0,2,145,9,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.160028707,1
0907192130,12803,1Story,7,5,2002,Ex,Y,1494,3,1,530,9,2008,221000,1494,3,0,3,228,6,4,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.30591798,1
0907200110,9200,1Story,5,6,1975,TA,Y,938,3,0,308,7,2008,130250,938,2,0,2,145,33,3,Detached,Cinder Block,N,Irregular,1Story,5,6,11.77721096,0
0907201060,8385,SLvl,5,8,1977,TA,Y,985,3,0,328,11,2008,149900,985,2,0,2,210,31,4,Attached,Cinder Block,Y,Regular,SLvl,5,6,11.917723684,0
0907202010,12250,1Story,5,6,1978,Ex,Y,1174,3,0,528,5,2008,158000,864,2,0,2,211,30,2,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.970350312,0
0907202160,10970,SLvl,6,6,1978,TA,Y,1026,3,0,576,10,2008,147000,940,2,0,2,0,30,4,Detached,Cinder Block,N,Irregular,SLvl,6,6,11.898187866,0
0907203090,7990,1Story,5,6,1975,TA,Y,924,3,0,280,4,2008,110000,924,1,0,1,0,33,2,Detached,Cinder Block,N,Irregular,1Story,5,6,11.608235645,0
0907227050,7180,1Story,5,7,1972,TA,Y,864,3,0,352,5,2008,127000,864,1,0,1,0,36,2,Detached,Cinder Block,N,Irregular,1Story,5,6,11.751942365,0
0907227300,7200,1Story,5,7,1972,Ex,Y,780,2,0,352,1,2008,124900,780,1,0,1,196,36,1,Detached,Cinder Block,N,Regular,1Story,5,6,11.735268696,0
0907290150,4435,1Story,6,5,2003,Ex,Y,848,1,0,420,3,2008,136500,848,2,0,2,140,5,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.824079894,0
0907290250,4426,1Story,6,5,2004,Ex,Y,848,1,0,420,2,2008,145000,848,2,0,2,140,4,1,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.884489021,0
0907295020,13125,1Story,6,5,1997,Ex,Y,1493,3,1,508,4,2008,208900,1478,3,0,3,179,11,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.249610948,1
0907412040,9750,1Story,7,5,2004,Ex,Y,1445,3,0,470,6,2008,186500,1445,2,0,2,35,4,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.136186518,1
0907412070,8450,1Story,7,5,2004,Ex,Y,1436,3,0,484,4,2008,210000,1436,3,0,3,237,4,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.25486281,1
0907412090,11049,1Story,8,5,2007,Ex,Y,1234,3,0,484,1,2008,179900,1234,2,0,2,30,1,1,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.10015642,1
0907418040,9627,1Story,7,5,2007,Ex,Y,1361,3,0,610,6,2008,193000,1351,2,0,2,50,1,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.170445468,1
0907420080,8199,2Story,7,5,2005,Ex,Y,1456,3,1,410,10,2008,189000,728,3,1,3.1,54,3,4,Attached,Concrete/Slab,N,Regular,2Story,6,5,12.149502294,1
0907425010,4426,1Story,6,5,2004,Ex,Y,848,1,1,420,5,2008,149300,848,2,0,2,149,4,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.913712984,0
0907425015,4426,1Story,6,5,2004,Ex,Y,848,1,1,420,5,2008,141000,848,2,0,2,149,4,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.856515169,0
0907425030,4438,1Story,6,5,2004,Ex,Y,848,1,1,420,1,2008,149000,848,2,0,2,149,4,1,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.911701585,0
0907425035,4438,1Story,6,5,2004,Ex,Y,848,1,1,420,6,2008,144500,848,2,0,2,140,4,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.881034787,0
0908102030,8777,1Story,5,7,1910,Gd,Y,796,2,0,0,5,2008,85000,796,1,0,1,328,98,2,NA,Cinder Block,N,Regular,1Story,5,6,11.350406535,0
0908102260,9937,1Story,5,6,1965,Gd,Y,1256,3,0,276,6,2008,147500,1256,2,1,2.1,804,43,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.901583455,0
0908103280,6500,1Story,6,6,1976,TA,Y,1127,3,1,480,5,2008,135000,1127,1,2,1.2,0,32,2,Detached,Cinder Block,Y,Regular,1Story,6,6,11.813030057,0
0908127120,13907,1Story,5,6,1940,Ex,Y,996,3,1,0,7,2008,108000,996,2,0,2,144,68,3,NA,Cinder Block,N,Regular,1Story,5,6,11.589886506,0
0908128050,10012,SFoyer,4,5,1972,TA,Y,1181,3,0,588,4,2008,137500,1138,3,0,3,0,36,2,Detached,Cinder Block,N,Regular,SFoyer,4,5,11.831379196,0
0908151040,9638,SLvl,6,6,1977,TA,Y,1117,3,1,542,11,2008,147000,1029,2,0,2,292,31,4,Attached,Cinder Block,N,Irregular,SLvl,6,6,11.898187866,0
0908152110,7200,2Story,6,7,1976,TA,Y,1398,3,1,440,2,2008,160500,684,1,1,1.1,0,32,1,Attached,Cinder Block,N,Regular,2Story,6,6,11.986049222,0
0908152270,7024,1Story,4,5,2005,Ex,Y,1132,2,0,451,6,2008,176000,1132,2,1,2.1,316,3,3,Attached,Concrete/Slab,N,Regular,1Story,4,5,12.078239274,1
0908186040,3675,SLvl,6,5,2005,Ex,Y,1072,2,0,525,6,2008,148000,547,2,0,2,28,3,3,Attached,Concrete/Slab,Y,Regular,SLvl,6,5,11.904967553,0
0908201120,12108,1Story,4,4,1955,TA,N,1440,4,0,0,9,2008,118000,1440,2,0,2,0,53,4,NA,Cinder Block,Y,Regular,1Story,4,4,11.678439903,0
0908204160,6845,1Story,4,5,1955,TA,N,1152,2,0,0,7,2008,82500,0,2,0,2,0,53,3,NA,Concrete/Slab,Y,Regular,1Story,4,5,11.320553572,0
0908225170,6931,1Story,4,5,1955,TA,N,784,2,0,0,5,2008,91900,784,2,0,2,112,53,2,NA,Cinder Block,N,Regular,1Story,4,5,11.428456308,0
0908250040,8050,1.5Fin,5,8,1947,Gd,Y,1137,4,0,0,4,2008,96000,0,1,1,1.1,0,61,2,NA,Concrete/Slab,N,Regular,1.5Fin,5,6,11.47210347,0
0908250090,9520,1Story,4,5,1953,TA,Y,930,2,0,286,5,2008,99000,911,1,0,1,134,55,2,Attached,Cinder Block,Y,Regular,1Story,4,5,11.502875129,0
0908275130,11767,1.5Fin,5,6,1946,Ex,Y,1200,3,0,240,5,2008,130500,768,1,0,1,0,62,2,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.779128506,0
0908275180,8172,1.5Fin,4,6,1954,Ex,Y,1470,4,0,548,5,2008,135000,941,2,0,2,156,54,2,Detached,Concrete/Slab,N,Regular,1.5Fin,4,6,11.813030057,0
0908275280,16466,1.5Fin,5,7,1955,TA,Y,1393,3,0,300,4,2008,135500,816,1,1,1.1,386,53,2,Attached,Concrete/Slab,N,Irregular,1.5Fin,5,6,11.816726919,0
0909100150,5142,1.5Fin,4,7,1923,TA,Y,1292,3,0,205,6,2008,108000,949,1,1,1.1,0,85,3,Detached,Concrete/Slab,N,Regular,1.5Fin,4,6,11.589886506,0
0909100170,5604,1Story,5,6,1925,TA,N,864,2,0,0,4,2008,98000,864,2,0,2,0,83,2,NA,Cinder Block,N,Regular,1Story,5,6,11.492722758,0
0909101060,8248,1Story,3,3,1914,TA,N,864,2,0,0,9,2008,67000,864,2,0,2,0,94,4,NA,Brick/Tile/Stone,N,Regular,1Story,4,4,11.112447898,0
0909131170,12155,2Story,6,8,1925,TA,N,1482,4,0,400,3,2008,140000,672,2,0,2,0,83,2,Detached,Brick/Tile/Stone,N,Irregular,2Story,6,6,11.849397702,0
0909177120,7290,1Story,7,8,1921,Ex,Y,1424,2,1,312,4,2008,168000,1228,2,0,2,0,87,2,Attached,Brick/Tile/Stone,Y,Regular,1Story,6,6,12.031719258,0
0909251080,8969,2Story,6,6,1926,Ex,Y,1316,2,1,369,7,2008,145000,644,2,0,2,192,82,3,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.884489021,0
0909252220,15564,1.5Fin,6,6,1914,Ex,Y,1264,3,0,400,1,2008,147500,676,1,0,1,424,94,1,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.901583455,0
0909253190,6292,1Story,6,5,1930,TA,N,790,2,0,160,4,2008,91000,768,1,0,1,141,78,2,Detached,Brick/Tile/Stone,N,Regular,1Story,6,5,11.418614785,0
0909277070,9260,1.5Fin,5,4,1938,TA,Y,1374,3,0,225,3,2008,110000,884,1,0,1,164,70,2,Detached,Brick/Tile/Stone,N,Irregular,1.5Fin,5,4,11.608235645,0
0909281030,7801,1Story,6,5,1951,Fa,N,1091,2,1,344,5,2008,104000,1091,1,1,1.1,392,57,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,11.552146178,0
0909451020,1879,2Story,6,6,1980,TA,Y,1032,2,1,462,12,2008,116500,516,1,0,1,213,28,1,Detached,Cinder Block,N,Regular,2Story,6,6,11.665646552,0
0910200080,7000,1Story,6,8,1926,TA,Y,919,2,0,195,7,2008,126000,894,2,0,2,0,82,3,Detached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.744037186,0
0910201130,6000,1.5Fin,6,8,1940,Gd,Y,1090,3,0,240,7,2008,120000,720,1,0,1,0,68,3,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.695247022,0
0910202050,3636,1Story,4,4,1922,Fa,N,796,2,0,0,1,2008,55000,796,1,0,1,0,86,1,NA,Brick/Tile/Stone,N,Regular,1Story,4,4,10.915088464,0
0910202100,5890,1Story,6,8,1930,Ex,Y,816,2,0,432,6,2008,120500,816,1,0,1,0,78,3,Detached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.699405032,0
0910203020,6900,1Story,5,6,1940,Ex,Y,778,2,1,924,2,2008,120500,740,1,0,1,25,68,1,Detached,Cinder Block,N,Regular,1Story,5,6,11.699405032,0
0910203090,8155,1.5Fin,5,7,1930,Gd,Y,1200,4,0,0,7,2008,119000,780,1,0,1,0,78,3,NA,Cinder Block,N,Regular,1.5Fin,5,6,11.686878772,0
0910206110,7392,1Story,5,7,1930,TA,Y,912,2,0,360,5,2008,99500,520,1,0,1,90,78,2,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.507912923,0
0911102090,5280,2Story,4,7,1895,Ex,N,1361,2,0,185,7,2008,89000,173,1,0,1,123,113,3,Detached,Brick/Tile/Stone,N,Regular,2Story,4,6,11.396391649,0
0911102170,8500,2Story,4,4,1920,TA,N,1317,3,0,250,7,2008,40000,649,1,0,1,54,88,3,Detached,Brick/Tile/Stone,N,Regular,2Story,4,4,10.596634733,0
0911102180,5150,1.5Fin,4,7,1910,TA,N,1049,2,0,195,5,2008,80900,356,1,0,1,0,98,2,Detached,Concrete/Slab,N,Regular,1.5Fin,4,6,11.300969103,0
0911226010,18000,1Story,3,4,1935,TA,Y,894,2,0,1248,8,2008,81000,894,1,0,1,20,73,3,Detached,Cinder Block,N,Regular,1Story,4,4,11.302204434,0
0911226030,9000,2Story,4,6,1920,Ex,Y,864,3,0,216,6,2008,65000,592,1,1,1.1,30,88,3,Detached,Brick/Tile/Stone,N,Regular,2Story,4,6,11.082142549,0
0914475020,9880,SLvl,6,6,1977,TA,Y,1118,3,1,358,7,2008,171000,1096,2,0,2,203,31,3,Attached,Cinder Block,N,Regular,SLvl,6,6,12.049418835,0
0914476010,10125,1Story,6,6,1977,TA,Y,1279,3,2,473,2,2008,171500,1196,2,1,2.1,321,31,1,Detached,Cinder Block,N,Regular,1Story,6,6,12.052338546,0
0916386040,9802,SLvl,5,5,2006,Gd,Y,1442,3,0,400,4,2008,172500,352,2,1,2.1,100,2,2,Attached,Concrete/Slab,N,Regular,SLvl,5,5,12.058152515,0
0916386080,9735,SLvl,5,5,2006,Gd,Y,1394,3,0,400,5,2008,167500,384,2,1,2.1,100,2,2,Attached,Concrete/Slab,N,Regular,SLvl,5,5,12.02873863,0
0916402015,12890,1Story,6,5,1989,Ex,Y,1495,3,1,438,7,2008,150000,1495,2,0,2,252,19,3,Attached,Cinder Block,Y,Irregular,1Story,6,5,11.918390573,0
0916402215,18265,1Story,6,5,1986,Ex,Y,1256,3,1,578,3,2008,180000,1256,2,0,2,282,22,2,Attached,Cinder Block,Y,Regular,1Story,6,5,12.10071213,1
0916455120,11202,1Story,8,5,2003,Ex,Y,1440,3,1,467,6,2008,232500,1432,3,0,3,280,5,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.356645504,1
0923203140,4500,1Story,6,5,1997,Ex,Y,1189,2,0,392,4,2008,160500,1189,3,0,3,122,11,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.986049222,0
0923204040,14137,SFoyer,4,5,1964,Gd,Y,1200,3,0,850,11,2008,173000,1200,2,0,2,290,44,4,,Cinder Block,Y,Regular,SFoyer,4,5,12.061046873,0
0923225080,4224,1Story,5,6,1975,Gd,Y,1040,3,0,499,6,2008,124000,1040,1,0,1,100,33,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.728036845,0
0923225150,2665,2Story,5,6,1976,TA,Y,1304,3,1,336,6,2008,115000,264,1,1,1.1,165,32,3,Attached,Concrete/Slab,N,Regular,2Story,5,6,11.652687407,0
0923225200,2665,2Story,5,7,1976,TA,Y,1475,4,1,336,5,2008,129500,550,2,0,2,118,32,2,Attached,Concrete/Slab,N,Regular,2Story,5,6,11.77143616,0
0923225310,1974,SFoyer,4,7,1973,Gd,Y,988,2,0,297,6,2008,105000,526,2,0,2,221,35,3,Attached,Cinder Block,N,Regular,SFoyer,4,6,11.561715629,0
0923225370,1596,SLvl,4,6,1973,TA,Y,988,1,1,297,7,2008,94900,462,2,0,2,221,35,3,Attached,Cinder Block,N,Regular,SLvl,4,6,11.460578985,0
0923227030,17979,1Story,5,6,1968,Ex,Y,1160,3,0,257,2,2008,152500,1113,2,0,2,81,40,1,Attached,Cinder Block,N,Irregular,1Story,5,6,11.934919875,0
0923228080,1477,2Story,6,9,1970,Ex,Y,1092,3,0,0,3,2008,98000,546,2,1,2.1,187,38,2,NA,Cinder Block,N,Regular,2Story,6,6,11.492722758,0
0923228420,1890,SFoyer,4,7,1972,Gd,Y,630,1,0,0,6,2008,81000,630,2,0,2,88,36,3,NA,Cinder Block,N,Regular,SFoyer,4,6,11.302204434,0
0923250210,21750,1Story,5,5,1954,Ex,Y,988,2,0,520,2,2008,113000,988,1,0,1,0,54,1,Attached,Cinder Block,N,Regular,1Story,5,5,11.635143098,0
0923252100,6490,1Story,5,7,1983,Ex,Y,816,2,0,264,4,2008,128500,816,1,1,1.1,315,25,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.763684183,0
0923275090,6951,1Story,5,5,1984,TA,Y,923,3,0,264,10,2008,119500,876,2,0,2,362,24,4,Attached,Cinder Block,N,Irregular,1Story,5,5,11.69107165,0
0923277030,6600,1Story,5,9,1982,Ex,Y,816,3,1,264,10,2008,130500,816,1,1,1.1,0,26,4,Attached,Cinder Block,N,Regular,1Story,5,6,11.779128506,0
0923277040,6600,1Story,5,8,1982,Ex,Y,816,2,0,816,6,2008,138000,816,2,0,2,0,26,3,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.835008964,0
0923277080,6600,1Story,5,6,1982,Gd,Y,845,3,0,264,7,2008,134500,845,1,0,1,0,26,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.809319478,0
0923426010,12395,1Story,5,6,1984,TA,Y,889,3,0,484,4,2008,137500,864,1,0,1,0,24,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.831379196,0
0526352090,10628,1Story,7,5,1970,TA,Y,1277,2,1,526,4,2007,167000,1277,2,0,2,176,37,2,Attached,Cinder Block,N,Regular,1Story,6,5,12.025749091,0
0527110080,13869,2Story,6,6,1997,Gd,Y,1470,3,0,388,7,2007,177000,794,2,1,2.1,75,10,3,Attached,Concrete/Slab,N,Irregular,2Story,6,6,12.083905012,1
0527110130,8872,SLvl,6,5,1997,Gd,Y,1384,3,1,390,3,2007,161500,384,2,1,2.1,0,10,2,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,11.992260422,0
0527162090,7875,1Story,7,5,1995,Gd,Y,1253,3,1,402,6,2007,176000,1237,2,0,2,241,12,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.078239274,1
0527163080,9556,1Story,7,5,1992,Gd,Y,1187,3,0,420,8,2007,160000,1168,2,0,2,21,15,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,11.982929094,0
0527165020,10784,SLvl,7,5,1991,Gd,Y,1472,3,1,402,5,2007,160000,384,2,1,2.1,164,16,2,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,11.982929094,0
0527165100,9125,SLvl,7,5,1992,Gd,Y,1482,3,1,392,7,2007,163900,384,2,1,2.1,125,15,3,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,12.007011765,0
0527182040,3696,1Story,8,5,1986,Ex,Y,1088,2,0,461,10,2007,170000,1074,1,1,1.1,74,21,4,Attached,Cinder Block,N,Regular,1Story,6,5,12.043553716,0
0527184020,4740,1Story,8,5,1988,Gd,Y,1179,2,0,480,10,2007,182000,1166,3,0,3,243,19,4,Attached,Cinder Block,N,Irregular,1Story,6,5,12.111761966,1
0527184110,5118,1Story,8,5,1990,Gd,Y,1321,1,1,484,8,2007,212000,1312,2,0,2,64,17,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.264341554,1
0527226040,41600,1Story,5,5,1969,TA,Y,1424,3,0,828,11,2007,155000,1100,2,1,2.1,144,38,4,,Cinder Block,N,Irregular,1Story,5,5,11.951180396,0
0527301080,12546,1Story,6,7,1981,Ex,Y,1440,3,1,467,4,2007,182900,1440,2,0,2,0,26,2,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.116694834,1
0527302060,12090,2Story,7,7,1981,Ex,Y,1479,3,1,484,3,2007,176000,725,2,1,2.1,239,26,2,Attached,Cinder Block,Y,Regular,2Story,6,6,12.078239274,1
0527328020,10395,SLvl,6,6,1978,TA,Y,1032,3,1,564,7,2007,148000,1032,2,1,2.1,0,29,3,Attached,Cinder Block,Y,Irregular,SLvl,6,6,11.904967553,0
0527328050,11850,1Story,6,6,1984,TA,Y,1177,3,0,495,8,2007,151500,1153,2,0,2,307,23,3,Attached,Cinder Block,Y,Regular,1Story,6,6,11.928340904,0
0527354050,10400,1Story,6,5,1979,Ex,Y,1353,2,1,478,8,2007,192350,1259,3,0,3,381,28,3,Attached,Cinder Block,Y,Regular,1Story,6,5,12.167071908,1
0527357020,13001,1Story,6,5,1971,TA,Y,1220,2,1,944,9,2007,170000,1625,2,1,2.1,0,36,4,Attached,Cinder Block,Y,Irregular,1Story,6,5,12.043553716,0
0527358060,12243,1Story,5,6,1971,Gd,Y,1484,3,1,487,2,2007,175000,1484,2,0,2,404,36,1,Attached,Cinder Block,N,Irregular,1Story,5,6,12.072541253,0
0527359160,8991,SLvl,7,6,1976,TA,Y,1324,3,1,585,2,2007,174000,1228,2,1,2.1,443,31,1,Attached,Cinder Block,Y,Irregular,SLvl,6,6,12.066810578,0
0527402090,10500,SLvl,5,7,1971,TA,Y,1109,3,0,288,12,2007,139000,372,1,1,1.1,35,36,1,Attached,Cinder Block,Y,Regular,SLvl,5,6,11.842229212,0
0527402150,10530,1Story,6,5,1971,TA,Y,981,3,0,576,3,2007,143250,981,2,1,2.1,312,36,2,Detached,Cinder Block,N,Irregular,1Story,6,5,11.872346635,0
0527402240,7472,2Story,7,9,1972,Gd,Y,1479,4,0,484,6,2007,184000,725,2,1,2.1,32,35,3,Attached,Cinder Block,Y,Irregular,2Story,6,6,12.122691037,1
0527403310,9457,1Story,5,6,1970,TA,Y,1422,3,0,576,9,2007,155000,925,2,0,2,252,37,4,Detached,Cinder Block,N,Regular,1Story,5,6,11.951180396,0
0527404050,7920,1Story,5,5,1970,Ex,Y,914,3,0,368,10,2007,133000,914,1,0,1,120,37,4,Attached,Cinder Block,Y,Regular,1Story,5,5,11.798104407,0
0527404100,9758,1Story,5,5,1971,TA,Y,950,3,0,280,7,2007,119500,950,1,0,1,0,36,3,Detached,Cinder Block,N,Irregular,1Story,5,5,11.69107165,0
0527404140,8294,1Story,4,5,1971,TA,Y,872,3,0,480,6,2007,123000,858,1,0,1,0,36,3,Detached,Cinder Block,N,Regular,1Story,4,5,11.719939634,0
0527404150,7340,1Story,4,6,1971,TA,Y,858,2,0,684,6,2007,110000,858,1,0,1,0,36,3,Detached,Cinder Block,N,Irregular,1Story,4,6,11.608235645,0
0527425025,17199,1Story,4,7,1961,Ex,Y,914,2,0,270,7,2007,128000,914,1,0,1,140,46,3,Attached,Brick/Tile/Stone,N,Regular,1Story,4,6,11.759785543,0
0527425140,9000,1Story,4,6,1971,TA,Y,864,3,0,528,5,2007,120500,864,1,0,1,0,36,2,Detached,Concrete/Slab,N,Regular,1Story,4,6,11.699405032,0
0527427090,4058,SFoyer,7,5,1998,Ex,Y,767,1,0,367,6,2007,133000,723,2,0,2,160,9,3,Attached,Concrete/Slab,Y,Regular,SFoyer,6,5,11.798104407,0
0527427160,4113,1Story,6,5,2001,Ex,Y,1337,2,1,511,7,2007,155000,1337,2,0,2,204,6,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,11.951180396,0
0527427200,10943,1Story,6,5,1997,Ex,Y,1337,2,1,522,10,2007,177000,1405,3,0,3,68,10,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.083905012,1
0527450030,2205,2Story,6,6,1973,TA,Y,1092,3,0,264,2,2007,113500,525,1,1,1.1,144,34,1,Detached,Cinder Block,Y,Regular,2Story,6,6,11.639558116,0
0527450150,1890,2Story,6,5,1973,TA,Y,1218,3,0,264,5,2007,113000,672,1,1,1.1,172,34,2,Detached,Cinder Block,Y,Regular,2Story,6,5,11.635143098,0
0527450220,2058,2Story,6,5,1973,Ex,Y,1218,4,0,264,12,2007,113700,672,1,1,1.1,28,34,1,Detached,Cinder Block,Y,Regular,2Story,6,5,11.64131868,0
0527451020,2016,2Story,5,5,1970,TA,Y,1302,3,0,440,4,2007,106000,630,2,1,2.1,0,37,2,Detached,Cinder Block,Y,Regular,2Story,5,5,11.571194373,0
0527451170,1920,2Story,5,5,1971,Ex,Y,1365,2,0,440,8,2007,122500,765,2,1,2.1,276,36,3,Detached,Cinder Block,Y,Regular,2Story,5,5,11.715866309,0
0527452100,4928,1Story,6,5,1976,TA,Y,958,2,1,440,2,2007,128000,1078,2,0,2,205,31,1,Attached,Cinder Block,N,Irregular,1Story,6,5,11.759785543,0
0527455030,2304,1Story,7,7,1978,TA,Y,1055,2,0,319,4,2007,142500,1061,2,0,2,140,29,2,Attached,Cinder Block,N,Regular,1Story,6,6,11.867097279,0
0527455250,7150,1Story,5,6,1966,TA,Y,988,3,0,360,11,2007,129250,988,2,0,2,0,41,4,Detached,Cinder Block,Y,Regular,1Story,5,6,11.769503792,0
0528174010,7577,1Story,6,5,2005,Ex,Y,1362,2,1,460,6,2007,194700,1362,2,0,2,220,2,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.179215191,1
0528174030,3903,1Story,6,5,2005,Ex,Y,1302,1,1,631,5,2007,200000,1302,2,1,2.1,160,2,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.206072646,1
0528174040,6289,1Story,6,5,2005,Ex,Y,1362,2,1,460,6,2007,207000,1362,3,0,3,220,2,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.240474072,1
0528181080,6442,1Story,8,5,2006,Ex,Y,1370,2,1,484,10,2007,202500,1370,2,0,2,169,1,4,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.218495166,1
0528188160,3242,1Story,7,5,2003,Ex,Y,1405,2,1,478,3,2007,200000,1405,3,0,3,172,4,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.206072646,1
0528221050,12216,1Story,6,5,2005,Ex,Y,1326,3,0,388,6,2007,203000,1326,3,0,3,143,2,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.220961258,1
0528231030,16219,SLvl,7,5,2004,Ex,Y,1119,2,0,437,4,2007,188500,835,3,0,3,124,3,2,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,12.146853286,1
0528250010,11950,SLvl,7,5,2003,Ex,Y,1394,3,1,400,10,2007,165500,384,2,1,2.1,100,4,4,Attached,Concrete/Slab,,Irregular,SLvl,6,5,12.016726474,0
0528280150,9967,SLvl,7,5,2000,Ex,Y,1430,3,1,400,12,2007,170000,384,2,1,2.1,100,7,1,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,12.043553716,0
0528290060,7750,2Story,7,5,2003,Ex,Y,1320,3,0,400,8,2007,162000,660,2,1,2.1,48,4,3,Attached,Concrete/Slab,N,Regular,2Story,6,5,11.995351614,0
0528429110,15256,1Story,8,5,2007,Ex,Y,1464,3,0,754,8,2007,282922,1485,3,0,3,328,0,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.55292652,1
0531363040,7500,1Story,7,5,2006,Ex,Y,1143,3,0,0,10,2007,147000,1143,1,1,1.1,55,1,4,NA,Concrete/Slab,N,Regular,1Story,6,5,11.898187866,0
